N¼,Nombre,Total,Por mil (ä)
1435,ANA SILVIA,11,"0,068"
1436,ANDREA FERNANDA,11,"0,068"
1437,ANDREA KATHERINE,11,"0,068"
1438,ANGELA TATIANA,11,"0,068"
1439,ANGELINA,11,"0,068"
1440,ANGIE MILENA,11,"0,068"
1441,ANGIE VALERIA,11,"0,068"
1442,ANYELA MARIA,11,"0,068"
1443,BLANCA RUTH,11,"0,068"
1444,CENEIDA,11,"0,068"
1445,CLAUDIA STELLA,11,"0,068"
1446,CLAUDIA YANET,11,"0,068"
1447,CLEMENTINA,11,"0,068"
1448,CYNTHIA,11,"0,068"
1449,DANA SOFIA,11,"0,068"
1450,DAYANA MARCELA,11,"0,068"
1451,DEICY,11,"0,068"
1452,DIANA CONSTANZA,11,"0,068"
1453,DIANA JANETH,11,"0,068"
1454,DIANA KATERINE,11,"0,068"
1455,DORIS MARIA,11,"0,068"
1456,DURLEY,11,"0,068"
1457,ELIZABET,11,"0,068"
1458,EMILY SOFIA,11,"0,068"
1459,ERNESTINA,11,"0,068"
1460,FABIANA,11,"0,068"
1461,FERNANDA,11,"0,068"
1462,FRANCISCA,11,"0,068"
1463,GLORIA ELCY,11,"0,068"
1464,GLORIA LORENA,11,"0,068"
1465,JESSENIA,11,"0,068"
1466,JESSICA LIZETH,11,"0,068"
1467,JUANA MARIA,11,"0,068"
1468,JULIA,11,"0,068"
1469,KAREN LISETH,11,"0,068"
1470,KAREN MELISSA,11,"0,068"
1471,KARLA,11,"0,068"
1472,LAURA ROCIO,11,"0,068"
1473,LAURA ROSA,11,"0,068"
1474,LAUREN SOFIA,11,"0,068"
1475,LEIDY BIBIANA,11,"0,068"
1476,LEIDY JULIANA,11,"0,068"
1477,LEYDI LORENA,11,"0,068"
1478,LUZ AIDE,11,"0,068"
1479,LUZ ALEIDA,11,"0,068"
1480,LUZ ARGENIS,11,"0,068"
1481,LUZ DARI,11,"0,068"
1482,LUZ ESTRELLA,11,"0,068"
1483,LUZ EUGENIA,11,"0,068"
1484,LUZ MELIDA,11,"0,068"
1485,MAGALI,11,"0,068"
1486,MAGOLA,11,"0,068"
1487,MARCELA PATRICIA,11,"0,068"
1488,MARIA ARACELLY,11,"0,068"
1489,MARIA CRUZ,11,"0,068"
1490,MARIA DORA,11,"0,068"
1491,MARIA DORALBA,11,"0,068"
1492,MARIA ELSA,11,"0,068"
1493,MARIA IRMA,11,"0,068"
1494,MARIA MARLENE,11,"0,068"
1495,MARIA NOELIA,11,"0,068"
1496,MARIA NORA,11,"0,068"
1497,MARIANELLA,11,"0,068"
1498,MARINELLA,11,"0,068"
1499,MARLENI,11,"0,068"
1500,MARTHA EUGENIA,11,"0,068"
1501,MELVA,11,"0,068"
1502,NANCY LILIANA,11,"0,068"
1503,NATALIA ALEJANDRA,11,"0,068"
1504,NELLY PATRICIA,11,"0,068"
1505,NYDIA,11,"0,068"
1506,PAOLA CAROLINA,11,"0,068"
1507,PAOLA PATRICIA,11,"0,068"
1508,PAULA DANIELA,11,"0,068"
1509,SANDRA JANNETH,11,"0,068"
1510,SARA VALERIA,11,"0,068"
1511,SHARAY,11,"0,068"
1512,SOLANYI,11,"0,068"
1513,VICTORIA ANDREA,11,"0,068"
1514,VILMA,11,"0,068"
1515,WENDY CAROLINA,11,"0,068"
1516,WENDY TATIANA,11,"0,068"
1517,XIMENA ANDREA,11,"0,068"
1518,YANIRA,11,"0,068"
1519,YESICA TATIANA,11,"0,068"
1520,ZOILA ROSA,11,"0,068"
1521,ADALGIZA,10,"0,062"
1522,ADRIANA CRISTINA,10,"0,062"
1523,ALEJANDRA MARCELA,10,"0,062"
1524,ALEJANDRINA,10,"0,062"
1525,ALEXIA,10,"0,062"
1526,ANA ELVIA,10,"0,062"
1527,ANA PAOLA,10,"0,062"
1528,ANA TULIA,10,"0,062"
1529,ANDREA XIMENA,10,"0,062"
1530,ANGELA LILIANA,10,"0,062"
1531,ANGELA PAOLA,10,"0,062"
1532,ANGIE CAMILA,10,"0,062"
1533,ANGIE SOFIA,10,"0,062"
1534,ASHLY,10,"0,062"
1535,AURA LUCIA,10,"0,062"
1536,BEATRIZ LORENA,10,"0,062"
1537,BLANCA NIEVES,10,"0,062"
1538,BLANCA RUBY,10,"0,062"
1539,BRIGITTE,10,"0,062"
1540,CINDY ALEJANDRA,10,"0,062"
1541,CLAUDIA CAROLINA,10,"0,062"
1542,CLAUDIA JOHANNA,10,"0,062"
1543,CLAUDIA MARINA,10,"0,062"
1544,DANA VALENTINA,10,"0,062"
1545,DANNA ALEXANDRA,10,"0,062"
1546,DIANA CONSUELO,10,"0,062"
1547,DIANA ESPERANZA,10,"0,062"
1548,DIANA JIMENA,10,"0,062"
1549,DIANA YANETH,10,"0,062"
1550,DORA LIGIA,10,"0,062"
1551,DORA NELLY,10,"0,062"
1552,EDNA MARGARITA,10,"0,062"
1553,ELCY,10,"0,062"
1554,ELICENIA,10,"0,062"
1555,ELOISA,10,"0,062"
1556,ELVIA MARIA,10,"0,062"
1557,ELVIA ROSA,10,"0,062"
1558,ESTELLA,10,"0,062"
1559,ESTER JULIA,10,"0,062"
1560,ETELVINA,10,"0,062"
1561,EVA,10,"0,062"
1562,EVELIN DAYANA,10,"0,062"
1563,FELISA,10,"0,062"
1564,GENNY,10,"0,062"
1565,GLORIA BEATRIZ,10,"0,062"
1566,GLORIA ELIZABETH,10,"0,062"
1567,GLORIA ESTHER,10,"0,062"
1568,ISAMAR,10,"0,062"
1569,JASMIN,10,"0,062"
1570,JOHANA MARIA,10,"0,062"
1571,KAREN XIMENA,10,"0,062"
1572,KELLY DANIELA,10,"0,062"
1573,KELLY DAYANA,10,"0,062"
1574,KELLY VANESSA,10,"0,062"
1575,LAURA ISABELLA,10,"0,062"
1576,LAURA VALERIA,10,"0,062"
1577,LIDA PATRICIA,10,"0,062"
1578,LORENZA,10,"0,062"
1579,LUISA,10,"0,062"
1580,LUNA VALENTINA,10,"0,062"
1581,LUZ AIDEE,10,"0,062"
1582,LUZ AYDEE,10,"0,062"
1583,LUZ ESPERANZA,10,"0,062"
1584,LUZ FABIOLA,10,"0,062"
1585,MARIA ADELA,10,"0,062"
1586,MARIA ARACELY,10,"0,062"
1587,MARIA CENELIA,10,"0,062"
1588,MARIA DEISY,10,"0,062"
1589,MARIA DOLLY,10,"0,062"
1590,MARIA EMILIA,10,"0,062"
1591,MARIA IDALY,10,"0,062"
1592,MARIA ISABELA,10,"0,062"
1593,MARIA JAQUELINE,10,"0,062"
1594,MARIA LUCIDIA,10,"0,062"
1595,MARIA LUZMILA,10,"0,062"
1596,MARIA NOHELIA,10,"0,062"
1597,MARIA ROSMIRA,10,"0,062"
1598,MARIA SHIRLEY,10,"0,062"
1599,MARIA SORAIDA,10,"0,062"
1600,MARIA VIVIANA,10,"0,062"
1601,MARIANA ANDREA,10,"0,062"
1602,MARIELLY,10,"0,062"
1603,MARILIN,10,"0,062"
1604,MARITZA ALEJANDRA,10,"0,062"
1605,MARJORIE,10,"0,062"
1606,MARTA INES,10,"0,062"
1607,MARTHA LUCERO,10,"0,062"
1608,MARY CRUZ,10,"0,062"
1609,MARYBEL,10,"0,062"
1610,MIRYAN,10,"0,062"
1611,MONICA CRISTINA,10,"0,062"
1612,MONICA TATIANA,10,"0,062"
1613,NANCY MARIA,10,"0,062"
1614,NATHALI,10,"0,062"
1615,NILSA,10,"0,062"
1616,NOELIA,10,"0,062"
1617,NORMA CECILIA,10,"0,062"
1618,NUBIA MARIA,10,"0,062"
1619,ONEIDA,10,"0,062"
1620,ORFA NELLY,10,"0,062"
1621,PALOMA,10,"0,062"
1622,PAMELA ANDREA,10,"0,062"
1623,PAOLA FERNANDA,10,"0,062"
1624,PAULA JULIANA,10,"0,062"
1625,PAULA XIMENA,10,"0,062"
1626,ROCIO CARMEN,10,"0,062"
1627,ROSA HELENA,10,"0,062"
1628,ROSA ISABEL,10,"0,062"
1629,RUTH MARIA,10,"0,062"
1630,SANDRA JOHANNA,10,"0,062"
1631,SARA CRISTINA,10,"0,062"
1632,SCARLETT,10,"0,062"
1633,STEFANI,10,"0,062"
1634,STHEFANY,10,"0,062"
1635,TATIANA ALEJANDRA,10,"0,062"
1636,VALERIA ANDREA,10,"0,062"
1637,VANESSA PAOLA,10,"0,062"
1638,VIVIANA ALEXANDRA,10,"0,062"
1639,WENDY DAYANA,10,"0,062"
1640,WENDY PAOLA,10,"0,062"
1641,YOVANNA,10,"0,062"
1642,YUDY,10,"0,062"
1643,YURI ALEXANDRA,10,"0,062"
1644,ZORAYDA,10,"0,062"
1645,ALBA MILENA,9,"0,056"
1646,AMANDA JESUS,9,"0,056"
1647,ANA BELEN,9,"0,056"
1648,ANA CARMEN,9,"0,056"
1649,ANA DORIS,9,"0,056"
1650,ANDREA CAMILA,9,"0,056"
1651,ANDREA MARIA,9,"0,056"
1652,ANGELA BIBIANA,9,"0,056"
1653,ANGELLY,9,"0,056"
1654,ARACELI,9,"0,056"
1655,AURA ALICIA,9,"0,056"
1656,AURA PATRICIA,9,"0,056"
1657,AYDA LUZ,9,"0,056"
1658,BERNARDA,9,"0,056"
1659,BERTHA LUCIA,9,"0,056"
1660,BLANCA DORIS,9,"0,056"
1661,BLANCA PATRICIA,9,"0,056"
1662,CAROL,9,"0,056"
1663,CINDY KATHERINE,9,"0,056"
1664,CLAUDIA JULIANA,9,"0,056"
1665,DANELLY,9,"0,056"
1666,DANNA MICHELLE,9,"0,056"
1667,DARLING,9,"0,056"
1668,DAYANA ALEXANDRA,9,"0,056"
1669,DEISY CAROLINA,9,"0,056"
1670,DENIS,9,"0,056"
1671,DEYSI,9,"0,056"
1672,DIANA CAMILA,9,"0,056"
1673,DIANA LUZ,9,"0,056"
1674,DIANA MELISSA,9,"0,056"
1675,DORA LUCIA,9,"0,056"
1676,ELIDA,9,"0,056"
1677,ENITH,9,"0,056"
1678,ERIKA LILIANA,9,"0,056"
1679,ERIKA LIZETH,9,"0,056"
1680,ESTEPHANIA,9,"0,056"
1681,EUGENIA,9,"0,056"
1682,EVA MARIA,9,"0,056"
1683,GINA ALEJANDRA,9,"0,056"
1684,GINA LORENA,9,"0,056"
1685,GISELLE,9,"0,056"
1686,GLORIA ALEJANDRA,9,"0,056"
1687,GLORIA ALEXANDRA,9,"0,056"
1688,GLORIA CARMEN,9,"0,056"
1689,GLORIA CONSTANZA,9,"0,056"
1690,GLORIA CONSUELO,9,"0,056"
1691,GLORIA MARINA,9,"0,056"
1692,HELEN SOFIA,9,"0,056"
1693,HERMINIA,9,"0,056"
1694,IVONNE ANDREA,9,"0,056"
1695,JESICA,9,"0,056"
1696,JESSICA DANIELA,9,"0,056"
1697,JESSICA VANESSA,9,"0,056"
1698,JHOANA,9,"0,056"
1699,JOHANNA ALEJANDRA,9,"0,056"
1700,JOHANNA PAOLA,9,"0,056"
1701,KAREN ELIANA,9,"0,056"
1702,KAREN LICETH,9,"0,056"
1703,KAREN VANESA,9,"0,056"
1704,LADY LORENA,9,"0,056"
1705,LAURA ANGELICA,9,"0,056"
1706,LAURA LIZETH,9,"0,056"
1707,LAURA MARIANA,9,"0,056"
1708,LEIDY MARIANA,9,"0,056"
1709,LEONILDE,9,"0,056"
1710,LILIA MARIA,9,"0,056"
1711,LILIAN,9,"0,056"
1712,LINA ANDREA,9,"0,056"
1713,LINA MARGARITA,9,"0,056"
1714,LINA MERCEDES,9,"0,056"
1715,LINA SOFIA,9,"0,056"
1716,LINA VIVIANA,9,"0,056"
1717,LISETH,9,"0,056"
1718,LIZETH ANDREA,9,"0,056"
1719,LUZ AMERICA,9,"0,056"
1720,MAGDA LILIANA,9,"0,056"
1721,MARGOT,9,"0,056"
1722,MARIA ADRIANA,9,"0,056"
1723,MARIA ALCIRA,9,"0,056"
1724,MARIA AYDEE,9,"0,056"
1725,MARIA BERENICE,9,"0,056"
1726,MARIA BERNARDA,9,"0,056"
1727,MARIA DELIA,9,"0,056"
1728,MARIA EMILSE,9,"0,056"
1729,MARIA ESMERALDA,9,"0,056"
1730,MARIA ESTELLA,9,"0,056"
1731,MARIA EVA,9,"0,056"
1732,MARIA FRANCISCA,9,"0,056"
1733,MARIA JOHANA,9,"0,056"
1734,MARIA KAMILA,9,"0,056"
1735,MARIA LIDA,9,"0,056"
1736,MARIA MARCELA,9,"0,056"
1737,MARIA MELBA,9,"0,056"
1738,MARIA MELVA,9,"0,056"
1739,MARIA NELCY,9,"0,056"
1740,MARIA OTILIA,9,"0,056"
1741,MARIA SOLANGEL,9,"0,056"
1742,MARIA SUSANA,9,"0,056"
1743,MARIA YANET,9,"0,056"
1744,MARIAJOSE,9,"0,056"
1745,MARIVEL,9,"0,056"
1746,MARLENY JESUS,9,"0,056"
1747,MARTA,9,"0,056"
1748,MARTA LUZ,9,"0,056"
1749,MARTHA ELIZABETH,9,"0,056"
1750,MARTHA YOLANDA,9,"0,056"
1751,MARY ISABEL,9,"0,056"
1752,MARYSOL,9,"0,056"
1753,MAURA ALEJANDRA,9,"0,056"
1754,MIA ISABELLA,9,"0,056"
1755,MILADY,9,"0,056"
1756,MONICA ADRIANA,9,"0,056"
1757,MONICA CARMEN,9,"0,056"
1758,MONICA CECILIA,9,"0,056"
1759,NERY,9,"0,056"
1760,NICOLL,9,"0,056"
1761,NINFA,9,"0,056"
1762,NORA PATRICIA,9,"0,056"
1763,NUBIA ESTHER,9,"0,056"
1764,OLINDA,9,"0,056"
1765,PAOLA XIMENA,9,"0,056"
1766,PAULA CATALINA,9,"0,056"
1767,PAULA LORENA,9,"0,056"
1768,PILAR,9,"0,056"
1769,RAQUEL SOFIA,9,"0,056"
1770,ROCIO SOCORRO,9,"0,056"
1771,RUBI,9,"0,056"
1772,RUTH MERY,9,"0,056"
1773,SANDRA MARITZA,9,"0,056"
1774,SANDRA YANET,9,"0,056"
1775,SARA NICOLE,9,"0,056"
1776,SINDY PAOLA,9,"0,056"
1777,SINDY VANESSA,9,"0,056"
1778,SOCORRO,9,"0,056"
1779,SOFIA VALENTINA,9,"0,056"
1780,SUGEY,9,"0,056"
1781,TANIA ALEJANDRA,9,"0,056"
1782,WENDY JOHANA,9,"0,056"
1783,XIMENA ALEXANDRA,9,"0,056"
1784,YANED,9,"0,056"
1785,YEIMI,9,"0,056"
1786,YESENIA MARIA,9,"0,056"
1787,YISELA,9,"0,056"
1788,YULI,9,"0,056"
1789,YURI MARCELA,9,"0,056"
1790,ZHARICK,9,"0,056"
1791,ADRIANA FERNANDA,8,"0,050"
1792,AIDE,8,"0,050"
1793,ANA LUCILA,8,"0,050"
1794,ANA MARITZA,8,"0,050"
1795,ANABEL,8,"0,050"
1796,ANAMARIA,8,"0,050"
1797,ANDREA LUCIA,8,"0,050"
1798,ANDREA VALENTINA,8,"0,050"
1799,ANDREA VIVIANA,8,"0,050"
1800,ANGELA JOHANNA,8,"0,050"
1801,ANGELA LUCIA,8,"0,050"
1802,ANGELA SOFIA,8,"0,050"
1803,ANYELA PAOLA,8,"0,050"
1804,ASCENETH,8,"0,050"
1805,AURA ELENA,8,"0,050"
1806,AURA MARINA,8,"0,050"
1807,BLANCA ROCIO,8,"0,050"
1808,CARMEN ANDREA,8,"0,050"
1809,CELINA,8,"0,050"
1810,CLARA EUGENIA,8,"0,050"
1811,CLAUDIA YASMIN,8,"0,050"
1812,CONSUELO SOCORRO,8,"0,050"
1813,DAIANA,8,"0,050"
1814,DAISY,8,"0,050"
1815,DANIELA CAROLINA,8,"0,050"
1816,DIANA CATHERINE,8,"0,050"
1817,DIANA LUCERO,8,"0,050"
1818,DIANA VALENTINA,8,"0,050"
1819,DORA NANCY,8,"0,050"
1820,DORALICE,8,"0,050"
1821,EILEEN,8,"0,050"
1822,ELIANA ALEJANDRA,8,"0,050"
1823,EMILSEN,8,"0,050"
1824,EVELYN TATIANA,8,"0,050"
1825,FIDELINA,8,"0,050"
1826,FLOR ELENA,8,"0,050"
1827,GINA,8,"0,050"
1828,GLADYS SOCORRO,8,"0,050"
1829,GLORIA HELENA,8,"0,050"
1830,GLORIA SOCORRO,8,"0,050"
1831,GLORIA TERESA,8,"0,050"
1832,GRISELDA,8,"0,050"
1833,HEIDY,8,"0,050"
1834,HERCILIA,8,"0,050"
1835,HERMELINDA,8,"0,050"
1836,IDALY,8,"0,050"
1837,INGRID ALEJANDRA,8,"0,050"
1838,INGRID NATALIA,8,"0,050"
1839,JADE,8,"0,050"
1840,JENIFFER PAOLA,8,"0,050"
1841,JENNIFER LORENA,8,"0,050"
1842,JENNY JOHANNA,8,"0,050"
1843,JENNY VIVIANA,8,"0,050"
1844,JESSICA JOHANA,8,"0,050"
1845,JULIE PAULINE,8,"0,050"
1846,KARINA PAOLA,8,"0,050"
1847,KELLY ANDREA,8,"0,050"
1848,LADY,8,"0,050"
1849,LADY DAYANA,8,"0,050"
1850,LADY LAURA,8,"0,050"
1851,LAIA,8,"0,050"
1852,LAURA INES,8,"0,050"
1853,LAURA LORENA,8,"0,050"
1854,LAUREN,8,"0,050"
1855,LEONELA,8,"0,050"
1856,LEYDI DIANA,8,"0,050"
1857,LIDA MARIA,8,"0,050"
1858,LILIANA PAOLA,8,"0,050"
1859,LINA ISABEL,8,"0,050"
1860,LISA MARIA,8,"0,050"
1861,LIZETH CAROLINA,8,"0,050"
1862,LUISA DANIELA,8,"0,050"
1863,LUZ ALEYDA,8,"0,050"
1864,LUZ ASTRID,8,"0,050"
1865,LUZ DAYANA,8,"0,050"
1866,LUZ DELIA,8,"0,050"
1867,LUZ GLADYS,8,"0,050"
1868,LUZ MABEL,8,"0,050"
1869,LUZ OMAIRA,8,"0,050"
1870,MANUELA ALEJANDRA,8,"0,050"
1871,MARIA CARMENZA,8,"0,050"
1872,MARIA CELINA,8,"0,050"
1873,MARIA CELMIRA,8,"0,050"
1874,MARIA CENEIDA,8,"0,050"
1875,MARIA DEYANIRA,8,"0,050"
1876,MARIA ELVIRA,8,"0,050"
1877,MARIA ETELVINA,8,"0,050"
1878,MARIA GILMA,8,"0,050"
1879,MARIA JACQUELINE,8,"0,050"
1880,MARIA MARGOTH,8,"0,050"
1881,MARIA MERY,8,"0,050"
1882,MARIA NELA,8,"0,050"
1883,MARIA NOHEMI,8,"0,050"
1884,MARIA NURY,8,"0,050"
1885,MARIA OFIR,8,"0,050"
1886,MARIA PAOLA,8,"0,050"
1887,MARIA RITA,8,"0,050"
1888,MARIA VIRGINIA,8,"0,050"
1889,MARIA YESENIA,8,"0,050"
1890,MARIAN,8,"0,050"
1891,MARIANA ALEJANDRA,8,"0,050"
1892,MARIANA LUCIA,8,"0,050"
1893,MARISABEL,8,"0,050"
1894,MARTHA ESPERANZA,8,"0,050"
1895,MARY ALEJANDRA,8,"0,050"
1896,MAYERLING,8,"0,050"
1897,MELANY SOFIA,8,"0,050"
1898,MERLY,8,"0,050"
1899,MONICA LUCIA,8,"0,050"
1900,MONICA NATALIA,8,"0,050"
1901,NANCY LORENA,8,"0,050"
1902,NANCY SOCORRO,8,"0,050"
1903,NATALIA PILAR,8,"0,050"
1904,NAZLY,8,"0,050"
1905,NELLY MARIA,8,"0,050"
1906,NIKOL,8,"0,050"
1907,NORMA,8,"0,050"
1908,NORMA PATRICIA,8,"0,050"
1909,NUBIA AMPARO,8,"0,050"
1910,NUBIA ESPERANZA,8,"0,050"
1911,OLGA CRISTINA,8,"0,050"
1912,OLGA LUZ,8,"0,050"
1913,OLGA MARINA,8,"0,050"
1914,PAOLA TATIANA,8,"0,050"
1915,PASTORA,8,"0,050"
1916,PAULA SOFIA,8,"0,050"
1917,PRISCILA,8,"0,050"
1918,ROSA MILENA,8,"0,050"
1919,ROSA NELLY,8,"0,050"
1920,SANDRA VICTORIA,8,"0,050"
1921,SANDRA YAMILE,8,"0,050"
1922,SARA CATALINA,8,"0,050"
1923,SARA ISABELLA,8,"0,050"
1924,SARA MICHELLE,8,"0,050"
1925,SARA XIMENA,8,"0,050"
1926,SARAH SOFIA,8,"0,050"
1927,SHIRLEY TATIANA,8,"0,050"
1928,SOL MARIA,8,"0,050"
1929,SONIA ANDREA,8,"0,050"
1930,SONIA LILIANA,8,"0,050"
1931,SONIA ROCIO,8,"0,050"
1932,SULAY,8,"0,050"
1933,TULIA,8,"0,050"
1934,VALERIA ALEJANDRA,8,"0,050"
1935,VANESSA ANDREA,8,"0,050"
1936,VIVIAN,8,"0,050"
1937,VIVIANA ALEJANDRA,8,"0,050"
1938,VIVIANA LORENA,8,"0,050"
1939,YECENIA,8,"0,050"
1940,YENNI,8,"0,050"
1941,YESSICA MARIA,8,"0,050"
1942,ZAMIRA,8,"0,050"
1943,ZARA,8,"0,050"
1944,ZENAIDA,8,"0,050"
1945,ABRIL,7,"0,043"
1946,ADRIANA MARGARITA,7,"0,043"
1947,AGRIPINA,7,"0,043"
1948,AILEEN,7,"0,043"
1949,ALBA NUBIA,7,"0,043"
1950,ALBA NURY,7,"0,043"
1951,ALEJANDRA CAROLINA,7,"0,043"
1952,ALEJANDRA PAOLA,7,"0,043"
1953,ALEXANDRA PAOLA,7,"0,043"
1954,ALICE,7,"0,043"
1955,ALMA,7,"0,043"
1956,AMELIE,7,"0,043"
1957,AMERICA,7,"0,043"
1958,ANA FRANCISCA,7,"0,043"
1959,ANA LEONOR,7,"0,043"
1960,ANA MATILDE,7,"0,043"
1961,ANDREA ALEJANDRA,7,"0,043"
1962,ANDREA ISABEL,7,"0,043"
1963,ANDREA STEPHANIA,7,"0,043"
1964,ANGELA DANIELA,7,"0,043"
1965,ANGELA LIZETH,7,"0,043"
1966,ANGELA MARITZA,7,"0,043"
1967,ANGELA ROSA,7,"0,043"
1968,ANGELICA PAOLA,7,"0,043"
1969,ANGELICA VIVIANA,7,"0,043"
1970,ANGIE FERNANDA,7,"0,043"
1971,ANGIE GABRIELA,7,"0,043"
1972,ANGIE PAMELA,7,"0,043"
1973,ANTHONELLA,7,"0,043"
1974,ASHLEY VALENTINA,7,"0,043"
1975,AURA CECILIA,7,"0,043"
1976,AYDE,7,"0,043"
1977,BEATRIZ ADRIANA,7,"0,043"
1978,BENILDA,7,"0,043"
1979,BERTA,7,"0,043"
1980,BERTA LUCIA,7,"0,043"
1981,BERTHA CECILIA,7,"0,043"
1982,BERTHA INES,7,"0,043"
1983,BERTILDA,7,"0,043"
1984,BLANCA ALICIA,7,"0,043"
1985,BLANCA ELENA,7,"0,043"
1986,BLANCA MERY,7,"0,043"
1987,BLANCA MIRIAM,7,"0,043"
1988,BLANCA MYRIAM,7,"0,043"
1989,BRENDA LIZETH,7,"0,043"
1990,BRIANA,7,"0,043"
1991,CARLA,7,"0,043"
1992,CARMELITA,7,"0,043"
1993,CARMEN ADRIANA,7,"0,043"
1994,CARMEN EUGENIA,7,"0,043"
1995,CELIA,7,"0,043"
1996,CIELO MARIA,7,"0,043"
1997,CINDY DAYANA,7,"0,043"
1998,CINDY PATRICIA,7,"0,043"
1999,CLARIVEL,7,"0,043"
2000,CLAUDIA JOHANA,7,"0,043"
2001,CLAUDIA MONICA,7,"0,043"
2002,CLAUDIA SUSANA,7,"0,043"
2003,CLAUDIA TERESA,7,"0,043"
2004,CLAUDINA,7,"0,043"
2005,CONSUELO JESUS,7,"0,043"
2006,CRISTINA MARIA,7,"0,043"
2007,DANA GABRIELA,7,"0,043"
2008,DANNA CAROLINA,7,"0,043"
2009,DARLYN,7,"0,043"
2010,DEBORA,7,"0,043"
2011,DELFINA,7,"0,043"
2012,DELIA,7,"0,043"
2013,DORA ALBA,7,"0,043"
2014,EDITH MARIA,7,"0,043"
2015,ELEONORA,7,"0,043"
2016,ELIANA CRISTINA,7,"0,043"
2017,EMILY ANDREA,7,"0,043"
2018,EMMA LUCIA,7,"0,043"
2019,EMMA SOFIA,7,"0,043"
2020,ERIKA CARMEN,7,"0,043"
2021,ESTER,7,"0,043"
2022,EULALIA,7,"0,043"
2023,EVELIN ANDREA,7,"0,043"
2024,FANNY JESUS,7,"0,043"
2025,FLORINDA,7,"0,043"
2026,FRANCELINA,7,"0,043"
2027,GENESIS,7,"0,043"
2028,GINA PATRICIA,7,"0,043"
2029,GISELLA,7,"0,043"
2030,GLADYS MARINA,7,"0,043"
2031,GLORIA MATILDE,7,"0,043"
2032,GLORIA STEFANY,7,"0,043"
2033,GLORIA VIVIANA,7,"0,043"
2034,GLORIA XIMENA,7,"0,043"
2035,HELEN DAYANA,7,"0,043"
2036,IDALBA,7,"0,043"
2037,IMELDA,7,"0,043"
2038,INGRID DANIELA,7,"0,043"
2039,INGRID LIZETH,7,"0,043"
2040,ISADORA,7,"0,043"
2041,JANETH PATRICIA,7,"0,043"
2042,JEANNETTE,7,"0,043"
2043,JEIMY,7,"0,043"
2044,JENIFFER ANDREA,7,"0,043"
2045,JENNIFER CAROLINA,7,"0,043"
2046,JENNY LILIANA,7,"0,043"
2047,JENNY MARITZA,7,"0,043"
2048,JENNY VANESSA,7,"0,043"
2049,JESSICA CAROLINA,7,"0,043"
2050,JESSICA DAYANA,7,"0,043"
2051,JESSICA JULIANA,7,"0,043"
2052,JOCELYN,7,"0,043"
2053,JULIA MARIA,7,"0,043"
2054,KAREN MARCELA,7,"0,043"
2055,KATHERIN ANDREA,7,"0,043"
2056,KELLY DAHIANA,7,"0,043"
2057,KENDALL,7,"0,043"
2058,LAURA MARGARITA,7,"0,043"
2059,LESLY VANESSA,7,"0,043"
2060,LEYDI LAURA,7,"0,043"
2061,LEYDY,7,"0,043"
2062,LIA,7,"0,043"
2063,LIBIA MARIA,7,"0,043"
2064,LIGIA MARIA,7,"0,043"
2065,LILIAN ANDREA,7,"0,043"
2066,LILIANA CRISTINA,7,"0,043"
2067,LIZETH ALEJANDRA,7,"0,043"
2068,LORENA MARIA,7,"0,043"
2069,LUCCIANA,7,"0,043"
2070,LUCENY,7,"0,043"
2071,LUDIBIA,7,"0,043"
2072,LUZ,7,"0,043"
2073,LUZ ENEIDA,7,"0,043"
2074,LUZ ERIKA,7,"0,043"
2075,LUZ IRENE,7,"0,043"
2076,LUZ MARCELA,7,"0,043"
2077,LUZ MARIANA,7,"0,043"
2078,LUZ MARITZA,7,"0,043"
2079,LUZ MILENA,7,"0,043"
2080,MAIRA ALEXANDRA,7,"0,043"
2081,MARCELA MARIA,7,"0,043"
2082,MARIA AZUCENA,7,"0,043"
2083,MARIA DENIS,7,"0,043"
2084,MARIA ELCY,7,"0,043"
2085,MARIA ESTEFANY,7,"0,043"
2086,MARIA EULALIA,7,"0,043"
2087,MARIA HERMINIA,7,"0,043"
2088,MARIA HILDA,7,"0,043"
2089,MARIA JOHANNA,7,"0,043"
2090,MARIA JOSEFINA,7,"0,043"
2091,MARIA LUCRECIA,7,"0,043"
2092,MARIA MATILDE,7,"0,043"
2093,MARIA MILENA,7,"0,043"
2094,MARIA NIEVES,7,"0,043"
2095,MARIA NINFA,7,"0,043"
2096,MARIA ODILIA,7,"0,043"
2097,MARIA OLIVIA,7,"0,043"
2098,MARIA RAQUEL,7,"0,043"
2099,MARIA SANTOS,7,"0,043"
2100,MARIA TERESA JESUS,7,"0,043"
2101,MARIA VALERIA,7,"0,043"
2102,MARIA ZULMA,7,"0,043"
2103,MARIAM,7,"0,043"
2104,MARIANA ISABEL,7,"0,043"
2105,MARIANNA,7,"0,043"
2106,MARIELA JESUS,7,"0,043"
2107,MARITZA ISABEL,7,"0,043"
2108,MARLIN,7,"0,043"
2109,MARTHA BEATRIZ,7,"0,043"
2110,MARTHA HELENA,7,"0,043"
2111,MARTHA RUTH,7,"0,043"
2112,MARY ELENA,7,"0,043"
2113,MARYLIN,7,"0,043"
2114,MAYRA,7,"0,043"
2115,MAYRA FERNANDA,7,"0,043"
2116,MAYURI,7,"0,043"
2117,MICHELLE DAYANA,7,"0,043"
2118,MILAGROS,7,"0,043"
